image_path,label,split
train/sad/augmented_4112.png,4,train
train/sad/augmented_2756.png,4,train
train/sad/augmented_3411.png,4,train
train/sad/augmented_675.png,4,train
train/sad/augmented_4064.png,4,train
train/sad/augmented_2510.png,4,train
train/sad/augmented_3366.png,4,train
train/sad/augmented_2501.png,4,train
train/sad/fer0026566.png,4,train
train/sad/augmented_410.png,4,train
train/sad/fer0026918.png,4,train
train/sad/fer0023341.png,4,train
train/sad/augmented_74.png,4,train
train/sad/fer0006795.png,4,train
train/sad/fer0007678.png,4,train
train/sad/fer0018626.png,4,train
train/sad/fer0021642.png,4,train
train/sad/fer0000531.png,4,train
train/sad/fer0017793.png,4,train
train/sad/fer0020624.png,4,train
train/sad/augmented_81.png,4,train
train/sad/fer0020922.png,4,train
train/sad/augmented_1811.png,4,train
train/sad/fer0025884.png,4,train
train/sad/augmented_541.png,4,train
train/sad/augmented_4413.png,4,train
train/sad/augmented_3078.png,4,train
train/sad/fer0027537.png,4,train
train/sad/augmented_785.png,4,train
train/sad/augmented_2961.png,4,train
train/sad/fer0007131.png,4,train
train/sad/fer0017049.png,4,train
train/sad/augmented_2561.png,4,train
train/sad/augmented_378.png,4,train
train/sad/fer0017383.png,4,train
train/sad/augmented_413.png,4,train
train/sad/augmented_1976.png,4,train
train/sad/fer0021629.png,4,train
train/sad/fer0020841.png,4,train
train/sad/fer0005596.png,4,train
train/sad/augmented_3089.png,4,train
train/sad/fer0000349.png,4,train
train/sad/augmented_637.png,4,train
train/sad/augmented_3789.png,4,train
train/sad/augmented_939.png,4,train
train/sad/augmented_658.png,4,train
train/sad/fer0011273.png,4,train
train/sad/fer0021270.png,4,train
train/sad/fer0020197.png,4,train
train/sad/fer0024513.png,4,train
train/sad/fer0017060.png,4,train
train/sad/augmented_890.png,4,train
train/sad/fer0020797.png,4,train
train/sad/augmented_3759.png,4,train
train/sad/fer0000826.png,4,train
train/sad/augmented_3871.png,4,train
train/sad/fer0015467.png,4,train
train/sad/augmented_520.png,4,train
train/sad/augmented_179.png,4,train
train/sad/fer0005902.png,4,train
train/sad/fer0019377.png,4,train
train/sad/fer0020746.png,4,train
train/sad/augmented_1103.png,4,train
train/sad/augmented_4312.png,4,train
train/sad/fer0019804.png,4,train
train/sad/fer0016131.png,4,train
train/sad/augmented_1081.png,4,train
train/sad/augmented_2005.png,4,train
train/sad/fer0012676.png,4,train
train/sad/fer0002588.png,4,train
train/sad/fer0001530.png,4,train
train/sad/fer0000071.png,4,train
train/sad/augmented_2344.png,4,train
train/sad/fer0021922.png,4,train
train/sad/fer0003121.png,4,train
train/sad/augmented_2921.png,4,train
train/sad/augmented_632.png,4,train
train/sad/fer0022188.png,4,train
train/sad/fer0017521.png,4,train
train/sad/augmented_987.png,4,train
train/sad/augmented_384.png,4,train
train/sad/augmented_1649.png,4,train
train/sad/augmented_1298.png,4,train
train/sad/augmented_815.png,4,train
train/sad/fer0000842.png,4,train
train/sad/fer0003610.png,4,train
train/sad/augmented_770.png,4,train
train/sad/fer0016108.png,4,train
train/sad/fer0023793.png,4,train
train/sad/augmented_1060.png,4,train
train/sad/augmented_32.png,4,train
train/sad/augmented_2050.png,4,train
train/sad/fer0011228.png,4,train
train/sad/augmented_485.png,4,train
train/sad/augmented_4290.png,4,train
train/sad/augmented_3537.png,4,train
train/sad/fer0005656.png,4,train
train/sad/augmented_1220.png,4,train
train/sad/fer0007845.png,4,train
train/sad/augmented_1344.png,4,train
train/sad/fer0006036.png,4,train
train/sad/augmented_4175.png,4,train
train/sad/augmented_170.png,4,train
train/sad/fer0014257.png,4,train
train/sad/augmented_2430.png,4,train
train/sad/fer0025078.png,4,train
train/sad/fer0010025.png,4,train
train/sad/fer0026701.png,4,train
train/sad/augmented_559.png,4,train
train/sad/augmented_3969.png,4,train
train/sad/fer0002947.png,4,train
train/sad/augmented_1584.png,4,train
train/sad/fer0002172.png,4,train
train/sad/augmented_1734.png,4,train
train/sad/fer0008834.png,4,train
train/sad/fer0025017.png,4,train
train/sad/augmented_2508.png,4,train
train/sad/fer0025261.png,4,train
train/sad/fer0024562.png,4,train
train/sad/fer0017961.png,4,train
train/sad/fer0023094.png,4,train
train/sad/fer0002118.png,4,train
train/sad/fer0004673.png,4,train
train/sad/augmented_3252.png,4,train
train/sad/augmented_3032.png,4,train
train/sad/fer0014536.png,4,train
train/sad/augmented_1733.png,4,train
train/sad/fer0023371.png,4,train
train/sad/fer0026686.png,4,train
train/sad/fer0022655.png,4,train
train/sad/fer0022477.png,4,train
train/sad/augmented_1829.png,4,train
train/sad/fer0013731.png,4,train
train/sad/augmented_4313.png,4,train
train/sad/fer0000701.png,4,train
train/sad/augmented_233.png,4,train
train/sad/fer0012953.png,4,train
train/sad/fer0011580.png,4,train
train/sad/augmented_791.png,4,train
train/sad/augmented_786.png,4,train
train/sad/augmented_1968.png,4,train
train/sad/augmented_2621.png,4,train
train/sad/augmented_476.png,4,train
train/sad/fer0024102.png,4,train
train/sad/fer0012768.png,4,train
train/sad/augmented_2805.png,4,train
train/sad/fer0014466.png,4,train
train/sad/augmented_1953.png,4,train
train/sad/fer0007900.png,4,train
train/sad/augmented_3934.png,4,train
train/sad/augmented_3569.png,4,train
train/sad/augmented_2600.png,4,train
train/sad/augmented_3118.png,4,train
train/sad/augmented_3247.png,4,train
train/sad/augmented_584.png,4,train
train/sad/augmented_2785.png,4,train
train/sad/fer0006979.png,4,train
train/sad/fer0015961.png,4,train
train/sad/augmented_3044.png,4,train
train/sad/augmented_2263.png,4,train
train/sad/fer0017865.png,4,train
train/sad/augmented_1871.png,4,train
train/sad/augmented_3690.png,4,train
train/sad/augmented_3152.png,4,train
train/sad/fer0000357.png,4,train
train/sad/augmented_4319.png,4,train
train/sad/augmented_1965.png,4,train
train/sad/fer0015630.png,4,train
train/sad/fer0003463.png,4,train
train/sad/augmented_978.png,4,train
train/sad/augmented_305.png,4,train
train/sad/augmented_360.png,4,train
train/sad/augmented_3743.png,4,train
train/sad/fer0012981.png,4,train
train/sad/fer0015559.png,4,train
train/sad/fer0005706.png,4,train
train/sad/fer0023086.png,4,train
train/sad/augmented_1033.png,4,train
train/sad/augmented_959.png,4,train
train/sad/augmented_3623.png,4,train
train/sad/augmented_497.png,4,train
train/sad/fer0005764.png,4,train
train/sad/fer0011497.png,4,train
train/sad/augmented_3882.png,4,train
train/sad/fer0024051.png,4,train
train/sad/augmented_2932.png,4,train
train/sad/augmented_1942.png,4,train
train/sad/fer0005319.png,4,train
train/sad/augmented_2555.png,4,train
train/sad/augmented_662.png,4,train
train/sad/augmented_1304.png,4,train
train/sad/fer0012900.png,4,train
train/sad/augmented_2878.png,4,train
train/sad/fer0019481.png,4,train
train/sad/fer0011264.png,4,train
train/sad/augmented_3816.png,4,train
train/sad/augmented_848.png,4,train
train/sad/augmented_918.png,4,train
train/sad/augmented_3485.png,4,train
train/sad/augmented_2905.png,4,train
train/sad/augmented_1980.png,4,train
train/sad/augmented_2913.png,4,train
train/sad/augmented_1118.png,4,train
train/sad/fer0020230.png,4,train
train/sad/augmented_1843.png,4,train
train/sad/augmented_2996.png,4,train
train/sad/augmented_3823.png,4,train
train/sad/augmented_3798.png,4,train
train/sad/augmented_4153.png,4,train
train/sad/fer0019780.png,4,train
train/sad/fer0008698.png,4,train
train/sad/fer0012354.png,4,train
train/sad/fer0000230.png,4,train
train/sad/augmented_2375.png,4,train
train/sad/augmented_3634.png,4,train
train/sad/augmented_3160.png,4,train
train/sad/augmented_4260.png,4,train
train/sad/augmented_3632.png,4,train
train/sad/augmented_4061.png,4,train
train/sad/augmented_2002.png,4,train
train/sad/fer0023399.png,4,train
train/sad/augmented_3483.png,4,train
train/sad/augmented_1589.png,4,train
train/sad/augmented_3502.png,4,train
train/sad/fer0018108.png,4,train
train/sad/augmented_2280.png,4,train
train/sad/fer0013610.png,4,train
train/sad/fer0019709.png,4,train
train/sad/fer0021888.png,4,train
train/sad/augmented_1069.png,4,train
train/sad/fer0011641.png,4,train
train/sad/augmented_3261.png,4,train
train/sad/augmented_3562.png,4,train
train/sad/augmented_2321.png,4,train
train/sad/augmented_639.png,4,train
train/sad/augmented_80.png,4,train
train/sad/fer0019948.png,4,train
train/sad/augmented_2784.png,4,train
train/sad/augmented_2514.png,4,train
train/sad/augmented_1613.png,4,train
train/sad/fer0008243.png,4,train
train/sad/fer0023714.png,4,train
train/sad/fer0022107.png,4,train
train/sad/augmented_2177.png,4,train
train/sad/augmented_869.png,4,train
train/sad/augmented_2528.png,4,train
train/sad/augmented_4314.png,4,train
train/sad/fer0011640.png,4,train
train/sad/fer0022270.png,4,train
train/sad/augmented_522.png,4,train
train/sad/augmented_3267.png,4,train
train/sad/fer0002540.png,4,train
train/sad/fer0013305.png,4,train
train/sad/fer0024922.png,4,train
train/sad/augmented_106.png,4,train
train/sad/fer0014551.png,4,train
train/sad/fer0022626.png,4,train
train/sad/fer0007596.png,4,train
train/sad/augmented_951.png,4,train
train/sad/augmented_2269.png,4,train
train/sad/fer0020073.png,4,train
train/sad/augmented_4256.png,4,train
train/sad/fer0006988.png,4,train
train/sad/fer0005824.png,4,train
train/sad/fer0000427.png,4,train
train/sad/augmented_3399.png,4,train
train/sad/fer0008104.png,4,train
train/sad/augmented_2195.png,4,train
train/sad/fer0027379.png,4,train
train/sad/augmented_1920.png,4,train
train/sad/fer0011331.png,4,train
train/sad/fer0014452.png,4,train
train/sad/fer0006861.png,4,train
train/sad/fer0006317.png,4,train
train/sad/augmented_3300.png,4,train
train/sad/augmented_2011.png,4,train
train/sad/augmented_1629.png,4,train
train/sad/fer0003384.png,4,train
train/sad/augmented_9.png,4,train
train/sad/fer0004277.png,4,train
train/sad/fer0003136.png,4,train
train/sad/augmented_4338.png,4,train
train/sad/augmented_30.png,4,train
train/sad/augmented_2288.png,4,train
train/sad/augmented_784.png,4,train
train/sad/augmented_2170.png,4,train
train/sad/fer0016076.png,4,train
train/sad/fer0014088.png,4,train
train/sad/augmented_1896.png,4,train
train/sad/fer0014543.png,4,train
train/sad/augmented_4077.png,4,train
train/sad/augmented_4006.png,4,train
train/sad/fer0005876.png,4,train
train/sad/augmented_3017.png,4,train
train/sad/fer0008463.png,4,train
train/sad/fer0014405.png,4,train
train/sad/fer0014720.png,4,train
train/sad/augmented_844.png,4,train
train/sad/augmented_276.png,4,train
train/sad/fer0006278.png,4,train
train/sad/fer0026838.png,4,train
train/sad/augmented_4043.png,4,train
train/sad/fer0003997.png,4,train
train/sad/augmented_771.png,4,train
train/sad/fer0017579.png,4,train
train/sad/augmented_2764.png,4,train
train/sad/augmented_2904.png,4,train
train/sad/augmented_484.png,4,train
train/sad/augmented_2873.png,4,train
train/sad/augmented_2412.png,4,train
train/sad/fer0026993.png,4,train
train/sad/augmented_2272.png,4,train
train/sad/augmented_4082.png,4,train
train/sad/fer0000384.png,4,train
train/sad/fer0017738.png,4,train
train/sad/augmented_528.png,4,train
train/sad/augmented_4027.png,4,train
train/sad/augmented_910.png,4,train
train/sad/augmented_1577.png,4,train
train/sad/fer0020661.png,4,train
train/sad/augmented_2771.png,4,train
train/sad/fer0025728.png,4,train
train/sad/augmented_4095.png,4,train
train/sad/augmented_3706.png,4,train
train/sad/augmented_2015.png,4,train
train/sad/augmented_2939.png,4,train
train/sad/fer0008436.png,4,train
train/sad/fer0018349.png,4,train
train/sad/augmented_292.png,4,train
train/sad/augmented_1688.png,4,train
train/sad/augmented_695.png,4,train
train/sad/fer0001221.png,4,train
train/sad/fer0019043.png,4,train
train/sad/fer0024733.png,4,train
train/sad/augmented_4134.png,4,train
train/sad/augmented_3846.png,4,train
train/sad/augmented_2754.png,4,train
train/sad/fer0010886.png,4,train
train/sad/augmented_2654.png,4,train
train/sad/fer0000608.png,4,train
train/sad/fer0022372.png,4,train
train/sad/augmented_4152.png,4,train
train/sad/augmented_2936.png,4,train
train/sad/fer0011101.png,4,train
train/sad/augmented_1650.png,4,train
train/sad/augmented_1167.png,4,train
train/sad/fer0013673.png,4,train
train/sad/augmented_1205.png,4,train
train/sad/fer0008945.png,4,train
train/sad/augmented_3108.png,4,train
train/sad/augmented_1536.png,4,train
train/sad/augmented_1415.png,4,train
train/sad/fer0011804.png,4,train
train/sad/augmented_495.png,4,train
train/sad/fer0007104.png,4,train
train/sad/fer0028625.png,4,train
train/sad/fer0011881.png,4,train
train/sad/augmented_3069.png,4,train
train/sad/fer0003981.png,4,train
train/sad/augmented_2208.png,4,train
train/sad/augmented_3144.png,4,train
train/sad/augmented_4069.png,4,train
train/sad/augmented_3293.png,4,train
train/sad/fer0028535.png,4,train
train/sad/fer0026494.png,4,train
train/sad/fer0011403.png,4,train
train/sad/fer0012667.png,4,train
train/sad/augmented_2500.png,4,train
train/sad/augmented_581.png,4,train
train/sad/augmented_1685.png,4,train
train/sad/fer0024955.png,4,train
train/sad/augmented_693.png,4,train
train/sad/augmented_539.png,4,train
train/sad/fer0010137.png,4,train
train/sad/fer0004847.png,4,train
train/sad/augmented_3516.png,4,train
train/sad/augmented_4276.png,4,train
train/sad/augmented_2622.png,4,train
train/sad/augmented_265.png,4,train
train/sad/augmented_4139.png,4,train
train/sad/augmented_3543.png,4,train
train/sad/fer0027009.png,4,train
train/sad/augmented_2819.png,4,train
train/sad/augmented_2038.png,4,train
train/sad/fer0020357.png,4,train
train/sad/fer0008099.png,4,train
train/sad/augmented_652.png,4,train
train/sad/augmented_3841.png,4,train
train/sad/augmented_3549.png,4,train
train/sad/augmented_736.png,4,train
train/sad/augmented_2093.png,4,train
train/sad/fer0020290.png,4,train
train/sad/augmented_2733.png,4,train
train/sad/fer0006916.png,4,train
train/sad/fer0000741.png,4,train
train/sad/augmented_3724.png,4,train
train/sad/fer0011337.png,4,train
train/sad/fer0016091.png,4,train
train/sad/fer0017296.png,4,train
train/sad/augmented_1267.png,4,train
train/sad/fer0023539.png,4,train
train/sad/augmented_1905.png,4,train
train/sad/augmented_3051.png,4,train
train/sad/augmented_3339.png,4,train
train/sad/fer0013079.png,4,train
train/sad/augmented_3572.png,4,train
train/sad/fer0004614.png,4,train
train/sad/augmented_177.png,4,train
train/sad/fer0006924.png,4,train
train/sad/augmented_3952.png,4,train
train/sad/augmented_3384.png,4,train
train/sad/fer0001564.png,4,train
train/sad/fer0001490.png,4,train
train/sad/augmented_1030.png,4,train
train/sad/augmented_2491.png,4,train
train/sad/augmented_4105.png,4,train
train/sad/augmented_2818.png,4,train
train/sad/fer0016546.png,4,train
train/sad/augmented_4158.png,4,train
train/sad/fer0001532.png,4,train
train/sad/augmented_679.png,4,train
train/sad/augmented_3080.png,4,train
train/sad/fer0007266.png,4,train
train/sad/augmented_428.png,4,train
train/sad/augmented_94.png,4,train
train/sad/fer0000266.png,4,train
train/sad/fer0015914.png,4,train
train/sad/fer0004763.png,4,train
train/sad/fer0001313.png,4,train
train/sad/augmented_3168.png,4,train
train/sad/augmented_3762.png,4,train
train/sad/augmented_1606.png,4,train
train/sad/augmented_4334.png,4,train
train/sad/fer0012608.png,4,train
train/sad/augmented_3359.png,4,train
train/sad/augmented_2396.png,4,train
train/sad/fer0015876.png,4,train
train/sad/augmented_3612.png,4,train
train/sad/augmented_3507.png,4,train
train/sad/augmented_1889.png,4,train
train/sad/augmented_2869.png,4,train
train/sad/fer0004708.png,4,train
train/sad/fer0019470.png,4,train
train/sad/fer0023757.png,4,train
train/sad/fer0013640.png,4,train
train/sad/augmented_1977.png,4,train
train/sad/augmented_3589.png,4,train
train/sad/fer0018301.png,4,train
train/sad/augmented_3046.png,4,train
train/sad/augmented_2629.png,4,train
train/sad/augmented_1465.png,4,train
train/sad/fer0007820.png,4,train
train/sad/augmented_2701.png,4,train
train/sad/augmented_4420.png,4,train
train/sad/fer0018639.png,4,train
train/sad/augmented_1728.png,4,train
train/sad/fer0025345.png,4,train
train/sad/fer0028318.png,4,train
train/sad/augmented_2320.png,4,train
train/sad/augmented_2881.png,4,train
train/sad/fer0024690.png,4,train
train/sad/fer0008042.png,4,train
train/sad/augmented_909.png,4,train
train/sad/fer0025290.png,4,train
train/sad/fer0022108.png,4,train
train/sad/augmented_3747.png,4,train
train/sad/augmented_2060.png,4,train
train/sad/fer0021180.png,4,train
train/sad/augmented_1362.png,4,train
train/sad/fer0002472.png,4,train
train/sad/fer0027668.png,4,train
train/sad/fer0026254.png,4,train
train/sad/augmented_3418.png,4,train
train/sad/augmented_680.png,4,train
train/sad/augmented_147.png,4,train
train/sad/fer0007892.png,4,train
train/sad/augmented_1446.png,4,train
train/sad/augmented_794.png,4,train
train/sad/augmented_766.png,4,train
train/sad/augmented_2150.png,4,train
train/sad/augmented_4108.png,4,train
train/sad/augmented_1148.png,4,train
train/sad/fer0018227.png,4,train
train/sad/fer0007807.png,4,train
train/sad/fer0005835.png,4,train
train/sad/augmented_2525.png,4,train
train/sad/augmented_3728.png,4,train
train/sad/augmented_2353.png,4,train
train/sad/augmented_1369.png,4,train
train/sad/augmented_935.png,4,train
train/sad/fer0009708.png,4,train
train/sad/augmented_2494.png,4,train
train/sad/fer0026299.png,4,train
train/sad/augmented_3122.png,4,train
train/sad/augmented_326.png,4,train
train/sad/augmented_4147.png,4,train
train/sad/fer0005693.png,4,train
train/sad/augmented_600.png,4,train
train/sad/fer0007497.png,4,train
train/sad/fer0024900.png,4,train
train/sad/fer0020446.png,4,train
train/sad/fer0007703.png,4,train
train/sad/fer0003510.png,4,train
train/sad/augmented_1072.png,4,train
train/sad/augmented_4390.png,4,train
train/sad/fer0005847.png,4,train
train/sad/augmented_3592.png,4,train
train/sad/augmented_1097.png,4,train
train/sad/fer0014502.png,4,train
train/sad/augmented_1140.png,4,train
train/sad/augmented_3830.png,4,train
train/sad/fer0009995.png,4,train
train/sad/augmented_2299.png,4,train
train/sad/fer0021273.png,4,train
train/sad/fer0008936.png,4,train
train/sad/augmented_2224.png,4,train
train/sad/augmented_2452.png,4,train
train/sad/augmented_1324.png,4,train
train/sad/fer0028339.png,4,train
train/sad/augmented_3141.png,4,train
train/sad/fer0002361.png,4,train
train/sad/fer0018910.png,4,train
train/sad/augmented_4062.png,4,train
train/sad/augmented_1576.png,4,train
train/sad/augmented_4080.png,4,train
train/sad/fer0001241.png,4,train
train/sad/augmented_1390.png,4,train
train/sad/augmented_2334.png,4,train
train/sad/augmented_359.png,4,train
train/sad/augmented_416.png,4,train
train/sad/augmented_3926.png,4,train
train/sad/fer0013701.png,4,train
train/sad/fer0021145.png,4,train
train/sad/fer0024643.png,4,train
train/sad/augmented_2148.png,4,train
train/sad/augmented_722.png,4,train
train/sad/fer0025876.png,4,train
train/sad/augmented_3492.png,4,train
train/sad/augmented_623.png,4,train
train/sad/augmented_3606.png,4,train
train/sad/fer0003331.png,4,train
train/sad/augmented_1187.png,4,train
train/sad/fer0009885.png,4,train
train/sad/fer0014005.png,4,train
train/sad/augmented_458.png,4,train
train/sad/augmented_670.png,4,train
train/sad/augmented_1636.png,4,train
train/sad/fer0012124.png,4,train
train/sad/fer0007518.png,4,train
train/sad/augmented_2747.png,4,train
train/sad/augmented_3312.png,4,train
train/sad/fer0013765.png,4,train
train/sad/augmented_3186.png,4,train
train/sad/fer0000018.png,4,train
train/sad/fer0025225.png,4,train
train/sad/augmented_3140.png,4,train
train/sad/augmented_1792.png,4,train
train/sad/fer0006637.png,4,train
train/sad/augmented_1697.png,4,train
train/sad/fer0001531.png,4,train
train/sad/fer0018270.png,4,train
train/sad/fer0022902.png,4,train
train/sad/augmented_2987.png,4,train
train/sad/fer0016398.png,4,train
train/sad/fer0001142.png,4,train
train/sad/augmented_3285.png,4,train
train/sad/augmented_4411.png,4,train
train/sad/fer0014819.png,4,train
train/sad/fer0013842.png,4,train
train/sad/augmented_563.png,4,train
train/sad/augmented_4183.png,4,train
train/sad/fer0018338.png,4,train
train/sad/fer0014169.png,4,train
train/sad/augmented_3352.png,4,train
train/sad/augmented_1785.png,4,train
train/sad/augmented_3420.png,4,train
train/sad/augmented_814.png,4,train
train/sad/fer0002003.png,4,train
train/sad/augmented_721.png,4,train
train/sad/fer0025491.png,4,train
train/sad/fer0012211.png,4,train
train/sad/augmented_2820.png,4,train
train/sad/augmented_573.png,4,train
train/sad/augmented_4269.png,4,train
train/sad/augmented_1823.png,4,train
train/sad/augmented_2705.png,4,train
train/sad/fer0024749.png,4,train
train/sad/fer0016635.png,4,train
train/sad/augmented_706.png,4,train
train/sad/augmented_2342.png,4,train
train/sad/fer0024174.png,4,train
train/sad/fer0023927.png,4,train
train/sad/fer0008613.png,4,train
train/sad/fer0014985.png,4,train
train/sad/augmented_3836.png,4,train
train/sad/fer0019146.png,4,train
train/sad/fer0013590.png,4,train
train/sad/augmented_1911.png,4,train
train/sad/augmented_2780.png,4,train
train/sad/augmented_1861.png,4,train
train/sad/fer0005917.png,4,train
train/sad/augmented_3022.png,4,train
train/sad/fer0001274.png,4,train
train/sad/fer0001006.png,4,train
train/sad/fer0014123.png,4,train
train/sad/augmented_2419.png,4,train
train/sad/augmented_3817.png,4,train
train/sad/augmented_2550.png,4,train
train/sad/fer0009385.png,4,train
train/sad/fer0024883.png,4,train
train/sad/augmented_3093.png,4,train
train/sad/augmented_394.png,4,train
train/sad/fer0003217.png,4,train
train/sad/fer0004588.png,4,train
train/sad/fer0007490.png,4,train
train/sad/augmented_71.png,4,train
train/sad/augmented_2335.png,4,train
train/sad/fer0011262.png,4,train
train/sad/augmented_293.png,4,train
train/sad/augmented_451.png,4,train
train/sad/augmented_3289.png,4,train
train/sad/fer0021889.png,4,train
train/sad/augmented_3242.png,4,train
train/sad/augmented_2387.png,4,train
train/sad/augmented_301.png,4,train
train/sad/augmented_4190.png,4,train
train/sad/augmented_236.png,4,train
train/sad/augmented_3596.png,4,train
train/sad/augmented_185.png,4,train
train/sad/augmented_4184.png,4,train
train/sad/fer0027155.png,4,train
train/sad/augmented_3002.png,4,train
train/sad/fer0015386.png,4,train
train/sad/augmented_2509.png,4,train
train/sad/fer0028395.png,4,train
train/sad/fer0026991.png,4,train
train/sad/fer0008329.png,4,train
train/sad/augmented_2588.png,4,train
train/sad/fer0016709.png,4,train
train/sad/fer0000040.png,4,train
train/sad/augmented_3112.png,4,train
train/sad/fer0004187.png,4,train
train/sad/augmented_657.png,4,train
train/sad/fer0008639.png,4,train
train/sad/augmented_4321.png,4,train
train/sad/fer0028614.png,4,train
train/sad/fer0004134.png,4,train
train/sad/fer0018405.png,4,train
train/sad/augmented_1280.png,4,train
train/sad/augmented_2934.png,4,train
train/sad/augmented_194.png,4,train
train/sad/augmented_3850.png,4,train
train/sad/fer0024053.png,4,train
train/sad/augmented_3619.png,4,train
train/sad/augmented_2252.png,4,train
train/sad/fer0006689.png,4,train
train/sad/augmented_1630.png,4,train
train/sad/fer0014233.png,4,train
train/sad/fer0008026.png,4,train
train/sad/augmented_1722.png,4,train
train/sad/augmented_4091.png,4,train
train/sad/augmented_1933.png,4,train
train/sad/augmented_684.png,4,train
train/sad/augmented_4111.png,4,train
train/sad/fer0025972.png,4,train
train/sad/augmented_255.png,4,train
train/sad/fer0014775.png,4,train
train/sad/fer0024359.png,4,train
train/sad/augmented_780.png,4,train
train/sad/fer0021916.png,4,train
train/sad/augmented_1952.png,4,train
train/sad/fer0004365.png,4,train
train/sad/augmented_865.png,4,train
train/sad/fer0024330.png,4,train
train/sad/fer0024052.png,4,train
train/sad/fer0009509.png,4,train
train/sad/fer0024580.png,4,train
train/sad/fer0009737.png,4,train
train/sad/augmented_3129.png,4,train
train/sad/augmented_1894.png,4,train
train/sad/augmented_4007.png,4,train
train/sad/augmented_3749.png,4,train
train/sad/augmented_209.png,4,train
train/sad/fer0027852.png,4,train
train/sad/augmented_1315.png,4,train
train/sad/augmented_1110.png,4,train
train/sad/fer0001088.png,4,train
train/sad/fer0005425.png,4,train
train/sad/augmented_1066.png,4,train
train/sad/fer0001429.png,4,train
train/sad/augmented_3333.png,4,train
train/sad/augmented_3067.png,4,train
train/sad/augmented_166.png,4,train
train/sad/fer0020274.png,4,train
train/sad/augmented_3238.png,4,train
